Time,Detail,Message
2025-03-02 18:06:13.602,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:13.603,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:13.603,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:13.604,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:13.671,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.672,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.672,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.673,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.673,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.673,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.673,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.673,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.674,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.733,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.795,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.857,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.857,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:13.857,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:13.858,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.858,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.859,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.859,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.859,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.859,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:13.859,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:13.873,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:13.873,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:13.874,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:13.919,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:13.919,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.919,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.920,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.920,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.920,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.920,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.920,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:13.920,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:13.981,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.045,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.108,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.108,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:14.109,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:14.109,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:14.109,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.109,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.110,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.110,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.110,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.110,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.111,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.111,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.111,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.111,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.112,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.112,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.112,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.112,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.113,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.113,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.113,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:14.113,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:14.118,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:14.119,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:14.119,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:14.174,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.174,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.176,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.176,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.177,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.177,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.177,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.177,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.178,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.245,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.307,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.307,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:14.308,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:14.308,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:14.308,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.308,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.308,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.308,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.308,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.309,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.310,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.310,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.310,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.310,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:14.310,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:14.312,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:14.312,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:14.312,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:14.368,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.368,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.368,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.368,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.368,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.369,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.369,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.369,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.369,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.431,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.495,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.495,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:14.495,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:14.495,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.496,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.497,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.497,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.497,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.497,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.497,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:14.497,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:14.498,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:14.498,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:14.498,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:14.557,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.557,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.557,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.557,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.558,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.558,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.558,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.558,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.558,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.620,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.693,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.757,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.758,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:14.759,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:14.759,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:14.759,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.759,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.759,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.760,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:14.761,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:14.767,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:14.767,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:14.767,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:14.818,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.818,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.819,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.879,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.941,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:14.941,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:14.942,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.942,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:14.943,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:14.944,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:14.951,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:14.951,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:14.952,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:15.004,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.004,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.005,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.005,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.006,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.006,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.006,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.006,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.006,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.067,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.129,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.206,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.206,ActionQueue.ProcessAction(),Trying to process (Drop, System.Action)
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),(Drop, System.Action) invoked
2025-03-02 18:06:15.207,StateMachine.TransitionTo(Freeze),TransitionTo called. CurrentState: Tetris.States.MovementState. Next state: Freeze
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.207,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),Trying to process (Count, System.Action)
2025-03-02 18:06:15.208,ActionQueue.ProcessAction(),(Count, System.Action) invoked
2025-03-02 18:06:15.216,StateMachine.TransitionTo(Spawn),TransitionTo called. CurrentState: Tetris.States.FreezeState. Next state: Spawn
2025-03-02 18:06:15.216,SpawnState.Enter(),SpawnState Entered
2025-03-02 18:06:15.217,StateMachine.TransitionTo(Movement),TransitionTo called. CurrentState: Tetris.States.SpawnState. Next state: Movement
2025-03-02 18:06:15.268,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.268,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.269,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.329,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.330,ActionQueue.ProcessAction(),Trying to process (Down, System.Action)
2025-03-02 18:06:15.330,ActionQueue.ProcessAction(),(Down, System.Action) invoked
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),moveDownOccurred = true
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.331,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),Trying to process (Render, System.Action)
2025-03-02 18:06:15.332,ActionQueue.ProcessAction(),(Render, System.Action) invoked
2025-03-02 18:06:15.392,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.453,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.518,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.579,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.656,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.718,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.779,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.841,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.902,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:15.963,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.029,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.090,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.167,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.230,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.292,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.352,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.416,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.478,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
2025-03-02 18:06:16.540,Game.OnTimedEvent(),OnTimedEvent called, signaling run of action queue and rendering
